taxon_id	antibiotic	genome_id	genome_name	genome_drug.antibiotic	resistant_phenotype	genome_drug.measurement	measurement_value	genome_drug.measurement_unit	laboratory_typing_method	testing_standard	genome_drug.evidence	Specie	Genus
470	imipenem	470.7369	Acinetobacter baumannii strain BL20	imipenem	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7603	Acinetobacter baumannii strain MRSN7108	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14495	Klebsiella pneumoniae KPN923ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.8025	Acinetobacter baumannii strain MRSN7731	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13708	Klebsiella pneumoniae KPN1845ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13745	Klebsiella pneumoniae KPN1881ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.8067	Acinetobacter baumannii strain MRSN7828	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.8086	Acinetobacter baumannii strain MRSN8902	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7732	Acinetobacter baumannii strain MRSN7290	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14337	Klebsiella pneumoniae KPN711ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13126	Klebsiella pneumoniae KPN1124ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.9050	Acinetobacter baumannii strain MRSN32875	imipenem	Susceptible	<=2	2	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14460	Klebsiella pneumoniae KPN878ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13802	Klebsiella pneumoniae KPN1955ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14126	Klebsiella pneumoniae KPN405ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.4901	Acinetobacter baumannii strain AR_0083	imipenem	Resistant	>64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	imipenem	287.7825	Pseudomonas aeruginosa strain MRSN1613	imipenem	Susceptible	==2	2	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
287	imipenem	287.1477	Pseudomonas aeruginosastrain MRSN12121 strain MRSN 20176	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	imipenem	573.13907	Klebsiella pneumoniae KPN2084ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13582	Klebsiella pneumoniae KPN1678ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13979	Klebsiella pneumoniae KPN234ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.2977	Pseudomonas aeruginosa strain AR_0054	imipenem	Resistant	>64	64	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	imipenem	470.7730	Acinetobacter baumannii strain MRSN7286	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13262	Klebsiella pneumoniae KPN1283ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13128	Klebsiella pneumoniae KPN1126ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.8058	Acinetobacter baumannii strain MRSN7814	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7503	Acinetobacter baumannii strain MRSN11806	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13328	Klebsiella pneumoniae KPN1377ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7546	Acinetobacter baumannii strain MRSN15075	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.8009	Acinetobacter baumannii strain MRSN7709	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.4785	Acinetobacter baumannii strain AR_0102	imipenem	Susceptible	==2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	imipenem	287.5687	Pseudomonas aeruginosa strain AR_0353	imipenem	Resistant	==32	32	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	imipenem	573.14417	Klebsiella pneumoniae KPN817ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14261	Klebsiella pneumoniae KPN588ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13139	Klebsiella pneumoniae KPN1139ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7854	Acinetobacter baumannii strain MRSN7460	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.8070	Acinetobacter baumannii strain MRSN7832	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14144	Klebsiella pneumoniae KPN424ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14346	Klebsiella pneumoniae KPN720ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13626	Klebsiella pneumoniae KPN1723ec	imipenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13792	Klebsiella pneumoniae KPN1942ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14267	Klebsiella pneumoniae KPN596ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14037	Klebsiella pneumoniae KPN302ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13473	Klebsiella pneumoniae KPN1544ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7557	Acinetobacter baumannii strain MRSN15087	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14365	Klebsiella pneumoniae KPN744ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14061	Klebsiella pneumoniae KPN329ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.8527	Pseudomonas aeruginosa strain FDA-CDC-AR_0248	imipenem	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
562	imipenem	562.34085	Escherichia coli strain AR_0086	imipenem	Susceptible	<=0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	imipenem	573.14275	Klebsiella pneumoniae KPN606ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14482	Klebsiella pneumoniae KPN907ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13511	Klebsiella pneumoniae KPN1586ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7534	Acinetobacter baumannii strain MRSN15046	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13901	Klebsiella pneumoniae KPN2079ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13074	Klebsiella pneumoniae KPN1056ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.8013	Acinetobacter baumannii strain MRSN7713	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13165	Klebsiella pneumoniae KPN1170ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14093	Klebsiella pneumoniae KPN370ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	imipenem	562.33281	Escherichia coli strain AR_0433	imipenem	Susceptible	<=0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	imipenem	573.7024	Klebsiella pneumoniae strain AR_0012	imipenem	Susceptible	<=0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7594	Acinetobacter baumannii strain MRSN7080	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7428	Acinetobacter baumannii strain MRSN11684	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	imipenem	287.5747	Pseudomonas aeruginosa strain AR_0440	imipenem	Resistant	==32	32	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	imipenem	573.14124	Klebsiella pneumoniae KPN403ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.6328	Pseudomonas aeruginosa strain AR_0456	imipenem	Resistant	==16	16	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	imipenem	470.7565	Acinetobacter baumannii strain MRSN1973	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14039	Klebsiella pneumoniae KPN304ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7590	Acinetobacter baumannii strain MRSN7073	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13298	Klebsiella pneumoniae KPN1337ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	imipenem	562.42855	Escherichia coli strain MUGSI_258	imipenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
562	imipenem	562.22426	Escherichia coli strain AR_0162	imipenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	imipenem	573.13494	Klebsiella pneumoniae KPN1566ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7627	Acinetobacter baumannii strain MRSN7140	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7579	Acinetobacter baumannii strain MRSN2840	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14179	Klebsiella pneumoniae KPN469ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.24269	Klebsiella pneumoniae strain 25	imipenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14164	Klebsiella pneumoniae KPN448ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.8037	Acinetobacter baumannii strain MRSN7761	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.20060	Klebsiella pneumoniae strain AR_0135	imipenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.5955	Pseudomonas aeruginosa strain AR_0446	imipenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	imipenem	470.8083	Acinetobacter baumannii strain MRSN890	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.8014	Acinetobacter baumannii strain MRSN7714	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14010	Klebsiella pneumoniae KPN272ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7601	Acinetobacter baumannii strain MRSN7100	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7599	Acinetobacter baumannii strain MRSN7097	imipenem	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.15042	Klebsiella pneumoniae strain AR_0158	imipenem	Resistant	==16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7661	Acinetobacter baumannii strain MRSN7185	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14340	Klebsiella pneumoniae KPN714ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13409	Klebsiella pneumoniae KPN1471ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13538	Klebsiella pneumoniae KPN161ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7932	Acinetobacter baumannii strain MRSN7577	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7727	Acinetobacter baumannii strain MRSN7282	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.8006	Acinetobacter baumannii strain MRSN7703	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13672	Klebsiella pneumoniae KPN1779ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	imipenem	562.20499	Escherichia coli strain AR_0162	imipenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	imipenem	470.8090	Acinetobacter baumannii strain MRSN899	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14319	Klebsiella pneumoniae KPN688ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7655	Acinetobacter baumannii strain MRSN7172	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.9088	Acinetobacter baumannii strain MRSN24008	imipenem	Susceptible	<=2	2	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
573	imipenem	573.7033	Klebsiella pneumoniae strain AR_0044	imipenem	Susceptible	==1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.12777	Klebsiella pneumoniae strain AR_0120	imipenem	Resistant	==16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.18087	Klebsiella pneumoniae strain AR438	imipenem	Resistant	==64	64	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13750	Klebsiella pneumoniae KPN1889ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13504	Klebsiella pneumoniae KPN1578ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14024	Klebsiella pneumoniae KPN287ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.8008	Acinetobacter baumannii strain MRSN7707	imipenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7944	Acinetobacter baumannii strain MRSN7597	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13095	Klebsiella pneumoniae KPN1087ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7356	Acinetobacter baumannii strain BL07	imipenem	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14443	Klebsiella pneumoniae KPN853ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14074	Klebsiella pneumoniae KPN345ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13640	Klebsiella pneumoniae KPN1741ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7885	Acinetobacter baumannii strain MRSN7499	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14505	Klebsiella pneumoniae KPN934ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.2973	Pseudomonas aeruginosa strain AR_0092	imipenem	Resistant	==64	64	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	imipenem	470.7538	Acinetobacter baumannii strain MRSN15065	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7386	Acinetobacter baumannii strain FDA-CDC-AR_0286	imipenem	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	imipenem	562.42780	Escherichia coli strain M25	imipenem	Susceptible	0.25	0.25	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	imipenem	573.13644	Klebsiella pneumoniae KPN1747ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14458	Klebsiella pneumoniae KPN876ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7697	Acinetobacter baumannii strain MRSN7243	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.9082	Acinetobacter baumannii strain MRSN11669	imipenem	Susceptible	<=2	2	mg/L	MIC	CLSI		Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7916	Acinetobacter baumannii strain MRSN7551	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7559	Acinetobacter baumannii strain MRSN15088	imipenem	Susceptible	4	4	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7616	Acinetobacter baumannii strain MRSN7127	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13302	Klebsiella pneumoniae KPN1341ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13943	Klebsiella pneumoniae KPN2149ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13621	Klebsiella pneumoniae KPN1718ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.14438	Klebsiella pneumoniae KPN844ec	imipenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	imipenem	573.13186	Klebsiella pneumoniae KPN1194ec	imipenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	imipenem	287.5746	Pseudomonas aeruginosa strain AR_0443	imipenem	Resistant	==32	32	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	imipenem	573.24324	Klebsiella pneumoniae strain MRSN20094	imipenem	Resistant	16	16	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7925	Acinetobacter baumannii strain MRSN7567	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7658	Acinetobacter baumannii strain MRSN7181	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.13959	Klebsiella pneumoniae KPN216ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7870	Acinetobacter baumannii strain MRSN7479	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14127	Klebsiella pneumoniae KPN406ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	imipenem	470.7592	Acinetobacter baumannii strain MRSN7079	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7376	Acinetobacter baumannii strain FDA-CDC-AR_0275	imipenem	Resistant	64	64	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.7454	Acinetobacter baumannii strain MRSN11732	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	imipenem	470.8044	Acinetobacter baumannii strain MRSN7780	imipenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	imipenem	287.5752	Pseudomonas aeruginosa strain AR444	imipenem	Resistant	>64	64	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	imipenem	470.8030	Acinetobacter baumannii strain MRSN7749	imipenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	imipenem	573.14174	Klebsiella pneumoniae KPN463ec	imipenem	Susceptible	<=1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
